Data_Venda,Canal_de_Venda,Local_de_Venda,PAX,Monetario_Vendido,RPK
11/28/2016,Porta a Porta,Vast,824,"17,142.13",40526
11/28/2016,Telegrafo,Mindscape,53,"4,200.83",6803
11/28/2016,TeleVenda,Arena,86,"6,212.14",13233
11/28/2016,TeleVenda,Vast,106,"5,547.61",5181
11/28/2016,TeleVenda,Arena,1140,"40,967.55",165998
11/28/2016,Telegrafo,Vast,58,"2,304.49",2529
11/28/2016,Porta a Porta,Ellipsis,607,"15,027.59",32750
11/28/2016,TeleVenda,Vast,963,"18,432.79",47527
11/28/2016,Porta a Porta,Arena,683,"32,223.55",95128
11/28/2016,Telegrafo,Arena,92,"6,482.00",13211
11/28/2016,TeleVenda,Mindscape,835,"24,403.07",100962
11/29/2016,Porta a Porta,Arena,760,"35,205.38",100477
11/29/2016,TeleVenda,Arena,83,"4,959.65",12109
11/29/2016,TeleVenda,Mindscape,63,"3,726.42",7983
11/29/2016,Telegrafo,Arena,76,"5,423.17",10173
11/29/2016,TeleVenda,Arena,983,"32,805.65",138489
11/29/2016,TeleVenda,Ellipsis,80,"3,939.38",4825
11/29/2016,Porta a Porta,Vast,1142,"22,002.23",53041
11/29/2016,TeleVenda,Ellipsis,805,"15,730.23",45078
11/29/2016,Telegrafo,Mindscape,35,"1,821.20",4247
11/29/2016,Porta a Porta,Mindscape,651,"22,117.62",71964
11/29/2016,TeleVenda,Vast,1034,"18,291.18",48213
11/29/2016,TeleVenda,Vast,89,"4,595.39",3996
11/29/2016,Telegrafo,Ellipsis,33,"1,612.58",1965
11/29/2016,TeleVenda,Mindscape,722,"19,203.16",84071
11/29/2016,Porta a Porta,Ellipsis,765,"18,468.78",41742
11/29/2016,Telegrafo,Vast,40,"2,032.90",1992
11/30/2016,TeleVenda,Mindscape,139,"9,314.32",16900
11/30/2016,Porta a Porta,Ellipsis,841,"24,637.82",45830
11/30/2016,TeleVenda,Mindscape,1458,"60,070.51",172118
11/30/2016,Telegrafo,Mindscape,58,"4,982.78",6880
11/30/2016,TeleVenda,Arena,203,"15,782.01",30747
11/30/2016,Porta a Porta,Vast,1208,"29,513.44",54534
11/30/2016,TeleVenda,Ellipsis,273,"17,557.13",16854
11/30/2016,TeleVenda,Arena,1855,"80,163.01",272287
11/30/2016,Telegrafo,Ellipsis,54,"3,987.70",3084
11/30/2016,TeleVenda,Vast,308,"19,634.05",15217
11/30/2016,Telegrafo,Arena,105,"6,800.15",14894
11/30/2016,Telegrafo,Vast,62,"2,455.67",2905
11/30/2016,TeleVenda,Ellipsis,1486,"43,405.80",82677
11/30/2016,Porta a Porta,Arena,892,"44,508.38",124094
11/30/2016,TeleVenda,Vast,1984,"61,257.85",91472
11/30/2016,Porta a Porta,Mindscape,809,"30,542.34",89252
12/1/2016,Porta a Porta,Vast,1160,"29,348.22",53613
12/1/2016,TeleVenda,Arena,201,"14,474.44",30274
12/1/2016,Porta a Porta,Arena,885,"46,055.38",128666
12/1/2016,TeleVenda,Ellipsis,1344,"39,935.35",75266
12/1/2016,Porta a Porta,Ellipsis,757,"23,048.92",40974
12/1/2016,TeleVenda,Vast,375,"25,680.05",16901
12/1/2016,Telegrafo,Arena,109,"7,181.84",16046
12/1/2016,TeleVenda,Mindscape,133,"8,344.81",17181
12/1/2016,Telegrafo,Mindscape,58,"4,426.95",7798
12/1/2016,TeleVenda,Mindscape,1511,"59,677.64",178531
12/1/2016,Telegrafo,Vast,59,"2,685.96",2767
12/1/2016,TeleVenda,Ellipsis,241,"15,158.41",14434
12/1/2016,TeleVenda,Vast,1977,"60,703.32",92707
12/1/2016,TeleVenda,Arena,1776,"77,432.43",262628
12/1/2016,Telegrafo,Ellipsis,46,"1,993.62",2901
12/1/2016,Porta a Porta,Mindscape,817,"30,914.94",92201
12/2/2016,TeleVenda,Ellipsis,239,"15,208.93",14270
12/2/2016,TeleVenda,Vast,1912,"59,420.24",87900
12/2/2016,Porta a Porta,Ellipsis,837,"25,130.52",45393
12/2/2016,TeleVenda,Ellipsis,1409,"41,519.51",78988
12/2/2016,TeleVenda,Mindscape,1506,"59,754.30",178281
12/2/2016,Telegrafo,Vast,62,"3,287.40",2783
12/2/2016,TeleVenda,Vast,275,"17,568.24",13209
12/2/2016,Porta a Porta,Arena,971,"46,884.99",135164
12/2/2016,Telegrafo,Arena,102,"6,876.20",14342
12/2/2016,TeleVenda,Arena,1854,"80,071.59",270616
12/2/2016,TeleVenda,Arena,194,"13,904.62",29541
12/2/2016,Porta a Porta,Mindscape,850,"33,065.56",98763
12/2/2016,Porta a Porta,Vast,1062,"27,731.17",49595
12/2/2016,Telegrafo,Mindscape,92,"9,099.46",10153
12/2/2016,Telegrafo,Ellipsis,53,"2,512.75",3027
12/2/2016,TeleVenda,Mindscape,121,"7,395.02",14981
12/3/2016,TeleVenda,Arena,179,"13,759.96",27204
12/3/2016,Telegrafo,Arena,120,"7,403.77",17178
12/3/2016,Porta a Porta,Mindscape,848,"31,001.76",95079
12/3/2016,Porta a Porta,Ellipsis,809,"24,604.80",44001
12/3/2016,TeleVenda,Ellipsis,1310,"38,550.72",71002
12/3/2016,TeleVenda,Ellipsis,199,"11,621.20",11980
12/3/2016,TeleVenda,Mindscape,1444,"57,606.60",170068
12/3/2016,Telegrafo,Ellipsis,49,"2,450.45",2812
12/3/2016,Telegrafo,Vast,74,"7,679.28",3022
12/3/2016,TeleVenda,Arena,1823,"75,304.15",268393
12/3/2016,TeleVenda,Vast,1677,"51,674.27",75038
12/3/2016,TeleVenda,Mindscape,115,"8,455.56",15026
12/3/2016,Telegrafo,Mindscape,67,"4,983.94",8370
12/3/2016,Porta a Porta,Vast,953,"25,839.26",42560
12/3/2016,Porta a Porta,Arena,1034,"48,249.14",148055
12/3/2016,TeleVenda,Vast,275,"18,537.56",13054
12/4/2016,TeleVenda,Arena,209,"15,602.39",31638
12/4/2016,Telegrafo,Vast,68,"5,122.66",3093
12/4/2016,Telegrafo,Arena,105,"6,729.34",14936
12/4/2016,TeleVenda,Arena,1851,"82,616.57",274727
12/4/2016,Telegrafo,Mindscape,46,"3,130.73",6547
12/4/2016,Porta a Porta,Mindscape,784,"31,128.78",90472
12/4/2016,TeleVenda,Vast,1884,"64,196.91",86566
12/4/2016,Porta a Porta,Vast,870,"24,473.24",38556
12/4/2016,TeleVenda,Ellipsis,1407,"44,456.91",77538
12/4/2016,Porta a Porta,Ellipsis,727,"21,545.64",40107
12/4/2016,TeleVenda,Ellipsis,230,"14,074.93",14518
12/4/2016,TeleVenda,Vast,248,"17,413.99",11932
12/4/2016,TeleVenda,Mindscape,1499,"64,780.44",178855
12/4/2016,Telegrafo,Ellipsis,47,"2,264.01",2815
12/4/2016,TeleVenda,Mindscape,120,"7,938.96",13959
12/4/2016,Porta a Porta,Arena,919,"42,519.13",135055
12/5/2016,TeleVenda,Vast,122,"5,364.55",5546
12/5/2016,TeleVenda,Mindscape,62,"3,265.71",8224
12/5/2016,Porta a Porta,Ellipsis,591,"14,842.93",33100
12/5/2016,Porta a Porta,Vast,750,"17,665.48",34311
12/5/2016,Telegrafo,Mindscape,61,"3,772.47",7851
12/5/2016,TeleVenda,Ellipsis,759,"15,798.02",43563
12/5/2016,TeleVenda,Arena,113,"6,730.22",16693
12/5/2016,Porta a Porta,Mindscape,797,"26,060.49",91083
12/5/2016,Telegrafo,Arena,103,"6,013.02",14942
12/5/2016,TeleVenda,Arena,1409,"47,786.54",208584
12/5/2016,TeleVenda,Vast,935,"18,530.78",44082
12/5/2016,Porta a Porta,Arena,975,"42,059.58",138916
12/5/2016,Telegrafo,Vast,45,"1,979.47",1932
12/5/2016,TeleVenda,Ellipsis,104,"6,071.45",6534
12/5/2016,TeleVenda,Mindscape,973,"26,174.89",116594
12/5/2016,Telegrafo,Ellipsis,30,"1,648.50",1731
12/6/2016,TeleVenda,Ellipsis,95,"5,122.31",5611
12/6/2016,Porta a Porta,Vast,896,"20,658.89",40714
12/6/2016,Telegrafo,Ellipsis,40,"4,008.40",1985
12/6/2016,TeleVenda,Arena,1035,"34,349.47",150643
12/6/2016,TeleVenda,Ellipsis,711,"14,486.84",39655
12/6/2016,TeleVenda,Mindscape,759,"19,956.45",91805
12/6/2016,Telegrafo,Mindscape,37,"2,003.31",4650
12/6/2016,TeleVenda,Vast,112,"5,345.29",4929
12/6/2016,TeleVenda,Mindscape,36,"1,932.96",4385
12/6/2016,Porta a Porta,Arena,961,"42,467.93",135222
12/6/2016,Telegrafo,Arena,86,"8,814.14",12883
12/6/2016,Telegrafo,Vast,49,"2,097.10",2089
12/6/2016,TeleVenda,Vast,875,"17,566.96",41869
12/6/2016,TeleVenda,Arena,105,"6,466.01",15854
12/6/2016,Porta a Porta,Ellipsis,740,"18,743.37",42066
12/6/2016,Porta a Porta,Mindscape,807,"26,294.23",90941
12/7/2016,Porta a Porta,Vast,1213,"31,406.17",54486
12/7/2016,TeleVenda,Vast,313,"19,335.50",14908
12/7/2016,Telegrafo,Mindscape,76,"5,625.63",9382
12/7/2016,TeleVenda,Mindscape,128,"9,967.54",15897
12/7/2016,Porta a Porta,Ellipsis,872,"26,255.24",47889
12/7/2016,TeleVenda,Vast,2019,"63,580.12",91726
12/7/2016,TeleVenda,Arena,1789,"77,326.75",263526
12/7/2016,Telegrafo,Ellipsis,61,"3,025.47",3329
12/7/2016,Porta a Porta,Arena,924,"44,546.06",130811
12/7/2016,Telegrafo,Arena,112,"8,909.15",15797
12/7/2016,TeleVenda,Ellipsis,259,"15,855.82",15125
12/7/2016,TeleVenda,Arena,199,"15,814.01",31356
12/7/2016,TeleVenda,Ellipsis,1440,"42,896.46",78620
12/7/2016,TeleVenda,Mindscape,1579,"63,631.60",185282
12/7/2016,Porta a Porta,Mindscape,972,"35,335.03",111438
12/7/2016,Telegrafo,Vast,52,"2,038.29",2422
12/8/2016,TeleVenda,Mindscape,1519,"64,211.12",184252
12/8/2016,Porta a Porta,Arena,847,"42,516.62",122254
12/8/2016,Porta a Porta,Mindscape,853,"32,961.94",101379
12/8/2016,Telegrafo,Ellipsis,72,"5,086.87",4350
12/8/2016,TeleVenda,Ellipsis,250,"15,050.88",15442
12/8/2016,TeleVenda,Vast,2028,"65,839.09",92472
12/8/2016,TeleVenda,Arena,191,"14,931.58",29710
12/8/2016,Telegrafo,Mindscape,94,"7,989.62",11046
12/8/2016,Telegrafo,Vast,111,"10,411.51",4875
12/8/2016,TeleVenda,Ellipsis,1486,"43,861.48",81929
12/8/2016,TeleVenda,Mindscape,139,"11,476.25",17152
12/8/2016,TeleVenda,Vast,305,"18,420.08",14333
12/8/2016,Porta a Porta,Ellipsis,770,"23,456.64",42704
12/8/2016,Telegrafo,Arena,117,"9,679.68",15812
12/8/2016,Porta a Porta,Vast,1127,"29,717.77",51077
12/8/2016,TeleVenda,Arena,1681,"72,854.65",251269
12/9/2016,Telegrafo,Vast,65,"2,621.22",3102
12/9/2016,Telegrafo,Arena,120,"7,664.98",18008
12/9/2016,Porta a Porta,Mindscape,900,"34,561.02",108562
12/9/2016,Porta a Porta,Vast,1078,"29,193.91",49246
12/9/2016,Telegrafo,Ellipsis,55,"2,519.03",3144
12/9/2016,TeleVenda,Mindscape,1390,"57,329.09",167245
12/9/2016,TeleVenda,Vast,1821,"60,374.51",83213
12/9/2016,TeleVenda,Ellipsis,1353,"41,277.57",75863
12/9/2016,TeleVenda,Mindscape,143,"9,602.29",17716
12/9/2016,Porta a Porta,Ellipsis,799,"24,487.07",43512
12/9/2016,TeleVenda,Vast,294,"18,094.27",14229
12/9/2016,TeleVenda,Ellipsis,238,"14,655.58",14316
12/9/2016,TeleVenda,Arena,186,"13,561.96",28631
12/9/2016,Porta a Porta,Arena,969,"46,724.50",139486
12/9/2016,TeleVenda,Arena,1689,"73,125.85",252533
12/9/2016,Telegrafo,Mindscape,74,"4,874.30",9651
12/10/2016,Porta a Porta,Arena,1067,"47,283.51",149541
12/10/2016,Porta a Porta,Ellipsis,753,"23,136.59",41276
12/10/2016,TeleVenda,Arena,199,"14,854.87",30727
12/10/2016,TeleVenda,Ellipsis,243,"14,588.01",14181
12/10/2016,TeleVenda,Vast,286,"17,111.78",13326
12/10/2016,Telegrafo,Arena,103,"8,282.69",14663
12/10/2016,Porta a Porta,Vast,996,"27,055.97",46218
12/10/2016,Telegrafo,Vast,72,"3,599.85",3380
12/10/2016,Telegrafo,Ellipsis,61,"3,586.36",3198
12/10/2016,TeleVenda,Ellipsis,1275,"39,487.57",70757
12/10/2016,TeleVenda,Arena,1620,"69,306.53",241386
12/10/2016,Telegrafo,Mindscape,62,"4,467.48",8316
12/10/2016,Porta a Porta,Mindscape,882,"33,094.73",107592
12/10/2016,TeleVenda,Vast,1701,"56,599.23",78477
12/10/2016,TeleVenda,Mindscape,1330,"57,156.65",159857
12/10/2016,TeleVenda,Mindscape,117,"7,998.63",14567
12/11/2016,Porta a Porta,Arena,993,"43,480.33",147084
12/11/2016,Porta a Porta,Mindscape,904,"32,619.72",117593
12/11/2016,TeleVenda,Mindscape,105,"7,194.12",12593
12/11/2016,Telegrafo,Ellipsis,46,"1,742.67",2516
12/11/2016,Porta a Porta,Ellipsis,794,"22,614.88",43859
12/11/2016,TeleVenda,Mindscape,1529,"64,397.23",186932
12/11/2016,TeleVenda,Arena,1799,"76,344.24",271313
12/11/2016,Telegrafo,Vast,62,"2,481.78",2957
12/11/2016,TeleVenda,Ellipsis,1397,"43,133.08",78781
12/11/2016,Telegrafo,Mindscape,73,"5,251.45",8847
12/11/2016,Porta a Porta,Vast,964,"25,439.48",46288
12/11/2016,TeleVenda,Ellipsis,240,"14,280.43",13693
12/11/2016,Telegrafo,Arena,91,"4,601.40",12842
12/11/2016,TeleVenda,Arena,195,"13,726.99",29778
12/11/2016,TeleVenda,Vast,277,"16,261.48",12858
12/11/2016,TeleVenda,Vast,1842,"63,501.04",87634
12/12/2016,TeleVenda,Mindscape,69,"3,946.16",8100
12/12/2016,Porta a Porta,Mindscape,2492,"62,988.89",358874
12/12/2016,TeleVenda,Arena,2978,"86,895.87",465369
12/12/2016,Telegrafo,Arena,145,"6,620.60",21517
12/12/2016,Telegrafo,Mindscape,83,"5,246.72",11100
12/12/2016,TeleVenda,Ellipsis,1444,"25,000.05",87076
12/12/2016,Telegrafo,Ellipsis,58,"2,572.36",3407
12/12/2016,TeleVenda,Vast,142,"7,148.71",6526
12/12/2016,TeleVenda,Ellipsis,111,"6,363.58",6590
12/12/2016,TeleVenda,Arena,121,"8,290.43",18888
12/12/2016,TeleVenda,Vast,1631,"25,040.65",82737
12/12/2016,Porta a Porta,Ellipsis,1915,"34,036.11",111982
12/12/2016,Porta a Porta,Arena,3526,"109,286.80",533389
12/12/2016,Porta a Porta,Vast,2281,"34,746.98",118223
12/12/2016,Telegrafo,Vast,64,"1,772.34",3193
12/12/2016,TeleVenda,Mindscape,1968,"50,055.09",278619
12/13/2016,Porta a Porta,Vast,2714,"39,543.57",137873
12/13/2016,Porta a Porta,Ellipsis,1999,"35,184.14",111685
12/13/2016,TeleVenda,Arena,112,"6,875.56",16550
12/13/2016,Telegrafo,Vast,63,"2,115.00",3150
12/13/2016,TeleVenda,Mindscape,55,"3,312.21",6988
12/13/2016,TeleVenda,Ellipsis,1204,"20,666.04",68543
12/13/2016,Telegrafo,Arena,104,"5,532.44",15620
12/13/2016,TeleVenda,Vast,113,"5,758.24",4966
12/13/2016,Porta a Porta,Arena,2535,"82,621.55",372193
12/13/2016,TeleVenda,Vast,1621,"24,490.85",81708
12/13/2016,Telegrafo,Ellipsis,53,"2,162.16",3223
12/13/2016,TeleVenda,Ellipsis,102,"6,296.61",6113
12/13/2016,TeleVenda,Mindscape,1355,"32,483.86",179802
12/13/2016,Telegrafo,Mindscape,70,"2,840.36",9501
12/13/2016,TeleVenda,Arena,1869,"54,980.29",280241
12/13/2016,Porta a Porta,Mindscape,2219,"56,374.26",303305
12/14/2016,Porta a Porta,Mindscape,1489,"46,751.46",189592
12/14/2016,TeleVenda,Vast,309,"19,165.23",14776
12/14/2016,Telegrafo,Arena,97,"6,180.45",14034
12/14/2016,Telegrafo,Ellipsis,53,"2,074.19",3005
12/14/2016,TeleVenda,Vast,2157,"66,491.36",100551
12/14/2016,Porta a Porta,Vast,1922,"38,498.94",93934
12/14/2016,TeleVenda,Ellipsis,1672,"47,769.01",93992
12/14/2016,Telegrafo,Mindscape,73,"4,378.79",9315
12/14/2016,TeleVenda,Ellipsis,257,"16,496.06",15371
12/14/2016,Porta a Porta,Arena,1370,"54,555.34",196801
12/14/2016,TeleVenda,Mindscape,142,"10,301.66",17532
12/14/2016,TeleVenda,Mindscape,1602,"63,132.38",193436
12/14/2016,TeleVenda,Arena,1789,"73,187.10",268681
12/14/2016,Porta a Porta,Ellipsis,1405,"33,387.55",78969
12/14/2016,Telegrafo,Vast,66,"3,320.22",3533
12/14/2016,TeleVenda,Arena,202,"14,693.97",30730
12/15/2016,TeleVenda,Vast,325,"18,579.91",15442
12/15/2016,Telegrafo,Ellipsis,51,"3,515.95",3335
12/15/2016,Porta a Porta,Mindscape,804,"30,105.10",93789
12/15/2016,Telegrafo,Vast,65,"3,569.06",3115
12/15/2016,Telegrafo,Mindscape,112,"10,860.60",11917
12/15/2016,TeleVenda,Ellipsis,1289,"39,840.93",72327
12/15/2016,TeleVenda,Vast,1759,"59,357.74",80618
12/15/2016,TeleVenda,Mindscape,1355,"56,584.01",160450
12/15/2016,TeleVenda,Mindscape,132,"8,433.75",16041
12/15/2016,Porta a Porta,Vast,939,"25,441.79",43575
12/15/2016,TeleVenda,Ellipsis,245,"13,997.20",14958
12/15/2016,TeleVenda,Arena,1536,"65,779.90",231701
12/15/2016,Porta a Porta,Ellipsis,718,"21,685.26",39892
12/15/2016,Porta a Porta,Arena,778,"38,144.92",114118
12/15/2016,TeleVenda,Arena,206,"13,949.79",30733
12/15/2016,Telegrafo,Arena,72,"4,045.12",9897
12/16/2016,Telegrafo,Mindscape,68,"5,645.93",9546
12/16/2016,TeleVenda,Mindscape,116,"7,119.84",13486
12/16/2016,TeleVenda,Ellipsis,1274,"38,359.17",70586
12/16/2016,TeleVenda,Vast,1701,"55,749.99",79672
12/16/2016,Porta a Porta,Ellipsis,739,"22,375.65",39839
12/16/2016,TeleVenda,Arena,1395,"57,749.07",208613
12/16/2016,Porta a Porta,Arena,741,"35,558.98",107266
12/16/2016,Porta a Porta,Vast,926,"25,417.77",43975
12/16/2016,TeleVenda,Vast,312,"19,870.94",14988
12/16/2016,Telegrafo,Vast,71,"4,397.74",3392
12/16/2016,Telegrafo,Ellipsis,36,"1,599.29",2150
12/16/2016,Porta a Porta,Mindscape,790,"30,191.28",93551
12/16/2016,TeleVenda,Ellipsis,264,"16,605.98",15771
12/16/2016,TeleVenda,Mindscape,1243,"49,523.18",151085
12/16/2016,Telegrafo,Arena,99,"5,423.13",14298
12/16/2016,TeleVenda,Arena,221,"14,869.77",33432
12/17/2016,Porta a Porta,Mindscape,643,"25,613.25",76456
12/17/2016,TeleVenda,Arena,1368,"57,116.37",205379
12/17/2016,TeleVenda,Vast,279,"18,325.46",13745
12/17/2016,Telegrafo,Mindscape,71,"5,486.81",8984
12/17/2016,TeleVenda,Mindscape,121,"8,458.48",15294
12/17/2016,TeleVenda,Mindscape,1200,"49,286.83",145880
12/17/2016,Porta a Porta,Arena,654,"32,369.19",96235
12/17/2016,Porta a Porta,Ellipsis,526,"17,710.02",28327
12/17/2016,TeleVenda,Vast,1527,"49,343.61",70159
12/17/2016,TeleVenda,Ellipsis,237,"16,733.15",14291
12/17/2016,Porta a Porta,Vast,838,"22,714.84",38109
12/17/2016,Telegrafo,Arena,75,"4,703.20",11375
12/17/2016,Telegrafo,Ellipsis,42,"3,389.34",2368
12/17/2016,Telegrafo,Vast,67,"3,054.76",2900
12/17/2016,TeleVenda,Ellipsis,1065,"34,308.98",59255
12/17/2016,TeleVenda,Arena,182,"13,776.60",28038
12/18/2016,TeleVenda,Ellipsis,1295,"40,560.69",73163
12/18/2016,Telegrafo,Mindscape,65,"5,297.45",8338
12/18/2016,TeleVenda,Mindscape,230,"12,426.76",23372
12/18/2016,Porta a Porta,Vast,853,"23,863.60",38540
12/18/2016,TeleVenda,Vast,1775,"59,288.69",81787
12/18/2016,TeleVenda,Vast,266,"16,955.56",13096
12/18/2016,Porta a Porta,Arena,599,"28,961.67",86918
12/18/2016,TeleVenda,Arena,190,"13,046.98",29995
12/18/2016,TeleVenda,Mindscape,1307,"52,109.76",154573
12/18/2016,Telegrafo,Vast,66,"4,122.25",3287
12/18/2016,TeleVenda,Arena,1434,"57,898.44",213773
12/18/2016,Porta a Porta,Mindscape,740,"27,108.16",83960
12/18/2016,Porta a Porta,Ellipsis,565,"18,195.37",31162
12/18/2016,TeleVenda,Ellipsis,239,"15,927.05",14302
12/18/2016,Telegrafo,Arena,86,"6,658.09",12253
12/18/2016,Telegrafo,Ellipsis,30,"2,070.68",1671
12/19/2016,Porta a Porta,Arena,488,"21,686.27",67591
12/19/2016,TeleVenda,Arena,98,"5,946.83",14772
12/19/2016,TeleVenda,Ellipsis,111,"6,565.16",6362
12/19/2016,TeleVenda,Arena,1010,"30,833.39",149081
12/19/2016,Telegrafo,Vast,56,"3,376.68",2489
12/19/2016,TeleVenda,Mindscape,178,"8,190.49",16990
12/19/2016,Telegrafo,Arena,64,"3,502.06",9264
12/19/2016,Porta a Porta,Vast,792,"17,318.47",38786
12/19/2016,Telegrafo,Ellipsis,27,"1,126.69",1507
12/19/2016,TeleVenda,Ellipsis,778,"15,568.16",43853
12/19/2016,TeleVenda,Vast,128,"7,423.55",6168
12/19/2016,TeleVenda,Vast,1012,"18,491.93",49307
12/19/2016,Porta a Porta,Ellipsis,505,"11,967.20",27116
12/19/2016,Telegrafo,Mindscape,55,"3,685.39",6782
12/19/2016,Porta a Porta,Mindscape,574,"18,809.50",65105
12/19/2016,TeleVenda,Mindscape,838,"23,365.76",100923
12/20/2016,Porta a Porta,Mindscape,705,"22,572.77",78376
12/20/2016,Telegrafo,Vast,48,"2,604.39",2139
12/20/2016,TeleVenda,Vast,100,"5,128.76",4790
12/20/2016,Telegrafo,Mindscape,50,"3,929.03",6965
12/20/2016,TeleVenda,Arena,731,"24,039.12",109245
12/20/2016,Porta a Porta,Ellipsis,631,"14,989.65",33288
12/20/2016,Telegrafo,Ellipsis,38,"1,990.54",2011
12/20/2016,TeleVenda,Arena,97,"6,115.46",14569
12/20/2016,TeleVenda,Mindscape,110,"5,243.14",10799
12/20/2016,TeleVenda,Ellipsis,712,"13,999.71",39920
12/20/2016,Porta a Porta,Vast,938,"19,692.92",45924
12/20/2016,TeleVenda,Ellipsis,74,"4,276.27",4390
12/20/2016,Telegrafo,Arena,67,"5,273.87",9709
12/20/2016,TeleVenda,Vast,949,"17,151.98",45535
12/20/2016,Porta a Porta,Arena,516,"23,024.04",73508
12/20/2016,TeleVenda,Mindscape,671,"17,472.03",81564
12/21/2016,TeleVenda,Mindscape,183,"9,719.20",19273
12/21/2016,TeleVenda,Vast,1986,"59,101.67",92179
12/21/2016,TeleVenda,Vast,276,"18,062.18",13288
12/21/2016,Telegrafo,Vast,60,"2,698.05",2820
12/21/2016,Porta a Porta,Vast,1120,"27,539.20",51742
12/21/2016,TeleVenda,Arena,1521,"60,807.83",227421
12/21/2016,Telegrafo,Mindscape,78,"5,258.07",9318
12/21/2016,TeleVenda,Ellipsis,1394,"41,757.09",78073
12/21/2016,TeleVenda,Mindscape,1468,"53,613.92",172417
12/21/2016,Porta a Porta,Ellipsis,771,"23,204.28",41137
12/21/2016,Telegrafo,Ellipsis,48,"3,008.11",3035
12/21/2016,Porta a Porta,Arena,700,"33,077.50",101729
12/21/2016,Porta a Porta,Mindscape,896,"32,248.44",103929
12/21/2016,Telegrafo,Arena,87,"5,725.58",12142
12/21/2016,TeleVenda,Arena,193,"14,158.14",30286
12/21/2016,TeleVenda,Ellipsis,265,"16,928.05",15751
12/22/2016,Telegrafo,Vast,67,"3,942.39",3061
12/22/2016,Telegrafo,Arena,84,"5,813.69",12488
12/22/2016,TeleVenda,Ellipsis,1205,"35,222.70",66638
12/22/2016,Porta a Porta,Vast,917,"23,720.70",40801
12/22/2016,TeleVenda,Vast,330,"22,590.45",16451
12/22/2016,TeleVenda,Vast,1799,"53,035.65",82826
12/22/2016,TeleVenda,Ellipsis,273,"17,958.43",15725
12/22/2016,TeleVenda,Mindscape,1338,"49,350.49",164529
12/22/2016,TeleVenda,Mindscape,200,"12,156.74",20984
12/22/2016,Telegrafo,Mindscape,55,"3,952.82",6869
12/22/2016,TeleVenda,Arena,1489,"57,670.85",219796
12/22/2016,Porta a Porta,Arena,726,"33,714.88",107010
12/22/2016,TeleVenda,Arena,195,"14,502.33",30453
12/22/2016,Porta a Porta,Mindscape,754,"27,325.65",87697
12/22/2016,Telegrafo,Ellipsis,43,"2,182.84",2541
12/22/2016,Porta a Porta,Ellipsis,648,"19,557.73",35279
12/23/2016,Porta a Porta,Arena,675,"29,915.82",97680
12/23/2016,Porta a Porta,Ellipsis,598,"17,567.18",32420
12/23/2016,TeleVenda,Ellipsis,1223,"34,924.43",69375
12/23/2016,TeleVenda,Arena,201,"14,121.91",30026
12/23/2016,Telegrafo,Arena,88,"6,445.81",12539
12/23/2016,Telegrafo,Mindscape,53,"4,332.90",6751
12/23/2016,Porta a Porta,Vast,885,"21,649.09",39909
12/23/2016,TeleVenda,Vast,305,"18,941.11",15023
12/23/2016,TeleVenda,Mindscape,1246,"47,650.66",152846
12/23/2016,TeleVenda,Ellipsis,238,"15,329.00",14209
12/23/2016,Telegrafo,Vast,49,"2,232.91",2227
12/23/2016,TeleVenda,Arena,1584,"60,319.92",233870
12/23/2016,Telegrafo,Ellipsis,35,"1,839.41",1857
12/23/2016,Porta a Porta,Mindscape,694,"25,339.62",80304
12/23/2016,TeleVenda,Mindscape,177,"9,604.29",18086
12/23/2016,TeleVenda,Vast,1657,"46,816.99",75616
12/24/2016,TeleVenda,Mindscape,1221,"45,615.86",144135
12/24/2016,Telegrafo,Vast,75,"6,644.53",3244
12/24/2016,TeleVenda,Vast,1699,"46,747.76",78872
12/24/2016,TeleVenda,Arena,1446,"56,081.09",212236
12/24/2016,TeleVenda,Mindscape,150,"8,867.44",16815
12/24/2016,Porta a Porta,Ellipsis,629,"18,221.43",34400
12/24/2016,Porta a Porta,Arena,663,"30,039.96",93445
12/24/2016,TeleVenda,Vast,297,"17,898.20",14387
12/24/2016,TeleVenda,Ellipsis,216,"12,684.49",13069
12/24/2016,TeleVenda,Arena,186,"14,147.79",29776
12/24/2016,Telegrafo,Arena,90,"6,840.34",12316
12/24/2016,Telegrafo,Ellipsis,62,"4,370.20",3538
12/24/2016,Porta a Porta,Vast,977,"23,020.60",46620
12/24/2016,Porta a Porta,Mindscape,698,"24,465.54",80830
12/24/2016,TeleVenda,Ellipsis,1229,"34,708.69",68691
12/24/2016,Telegrafo,Mindscape,94,"9,090.26",9103
12/25/2016,Porta a Porta,Arena,706,"30,504.42",97537
12/25/2016,TeleVenda,Arena,195,"14,005.25",29782
12/25/2016,Telegrafo,Vast,118,"10,661.92",5137
12/25/2016,TeleVenda,Ellipsis,1343,"39,008.32",74225
12/25/2016,Telegrafo,Mindscape,77,"6,264.25",9239
12/25/2016,Porta a Porta,Ellipsis,556,"16,382.83",29458
12/25/2016,TeleVenda,Vast,286,"18,072.06",13621
12/25/2016,Telegrafo,Ellipsis,62,"5,611.70",3479
12/25/2016,Porta a Porta,Vast,869,"21,519.40",40294
12/25/2016,TeleVenda,Mindscape,153,"9,141.23",18267
12/25/2016,TeleVenda,Arena,1587,"61,235.09",234021
12/25/2016,TeleVenda,Ellipsis,224,"12,645.79",13734
